target,ids,user,text
0,1754589624,eddyheedayat,meeting up with dear to go changi airport... flying off again....   haiz...
0,1995229779,omgiitsnicole,"somebody pre order me Nothing Personal over at Glamour Kills, please?  i'll love you forever."
1,2064955151,onemanrock,@bekasaur thank you so much!!!  nice to meet you!
0,1833638925,DirtySneakers,@Goughlarrr I still can't believe you told me about GEORGE!!! I'm a good few series behind you 
0,1557298008,smileeface,@pigflyin yummmm ur making me hungry! im having fried rice 2nite with left over rice Booo 
1,2180575366,Fajna,awesome day 
1,1993395798,LIZandRA97,Thiking how fun attending the LAKER PARADE will be  GO LAKERS!!!
1,1963687949,Tayluhgirl17,haha... The Taliban Song- Tobey Keith 
0,1932930538,beccs75,is wondering when the crappy feeling will end.  Over being sick 
0,1824955440,rjkingsley1,Es regnet! Es regnet! Looks like the BBQ is cancelled!  At least the UK didnt get 'nil points' at Eurovision!
1,2001673357,rumparooz,@allbabyneeds #clothdiapers are a huge HUGE seller - by the boatloads daily 
0,2223358471,9w43,iPhone 3.0 doesn't searches your SMS   http://twitpic.com/7po5w
0,2002703849,streetanchor,@Suksy ditto for me.  all for a good cause i say.
1,2053803570,Heaatherrr,"Showered, dressed, almost ready to go to @kneller_x "
1,1565802230,nanalipzz89,"Ouh yea, I uploaded 5 of my video from the NKOTB show in SToon!  Check my youtube channel. Well Im goin back 2 sleep. Its too early 4 me."
0,1986833195,butterflydi,3. The REAL New Moon Trailer = Awesomeness!!!!! I can't wait till it comes out. Too bad it's not till fall 
1,1972227730,IzzySc,"@sofdlovesbsb aw yeah, thats cute "
0,1694452270,Jebatron,want these pics as references  want to do a pretty painting with dragonflies! why are you making this difficult
0,2175864503,sergeisaak,Studying Spain for exam on friday  what for ???
0,1681020831,wee_em,@lostinsound I wishhh. 2 hours 
0,1822573069,jengrly,@ce54r I know  All my friends seem to be out of town this weekend. I guess every weekend can't be busy-filled..I'm sure that's good.
1,1978288140,JaymesTerence,Okay the low budget movie is over...headed to bed now have church in the am...goodnite all 
1,1997733757,ItsVickyO,enjoying dinner on my balcony 
1,1978439789,pikchrpfct,If you're in the Boston area check out @scarecrow_hill. @Susantwtx please show them how to use Tweetdeck. 
0,2258219501,calliekins,"I'd like to turn the channel, but I can't take my eyes off of what's happening in Iran.  If my husbands watching, it's big."
0,1835998339,djLytes,My twitterberry is bummy! 
0,2055313636,mattkay,@SoundyC t'es pas vu au weeta hier ...  trop crevÃ© ?
0,2047432734,hmdizzle,Fridays are suppose to be relaxing 
0,2186882223,SeanWG,D'oh! Fell asleep on the couch for two hours. Now I bet I won't be able to get to sleep at bedtime. 
1,2185736055,krystianm15,With my favorites 
1,1995295483,SongoftheOss,@_CorruptedAngel if this week gets any worse you may well have me CV 
1,1833686693,SerenaKat,@danecook tonights show was AMAZING. i love your comedy 
0,2065338733,NazQatar,@MohammedHamad ohhh man am stuck in the office 
0,2199519534,Meeners,@lyndasteele Love your outfit! We didn't have time to dress up 
0,1986664073,nageb,Ouch! Poor Pedrosa. It's no fun crashing. I knoiw been there done that. Still on regular physio till now   .
1,1982017745,patriciaco,"@steph_davies I know right!! ) I love his fans, they are so loyal to him. So sweet. He's so lucky. "
1,1972047101,tashi316,@JESS_TRUESDALE Enjoy your sweet days with the hubby. 
1,1791857572,whitneyannabel,and we now have all of freaks and geeks 
1,2184696758,tinytornado1,is getting her braces off in a month  http://plurk.com/p/116uv9
1,2060667686,AvantGardeJay,@fevasenseless what? 
1,2192291066,nadapranidya,@everlastingmels you're welcome 
0,1691421613,jessicaapgar,@AnetkaS SERIOUSLY! it's supposed to rain for the next week 
0,1822601437,Shannonita,"took a very nice nap, forgot about the CAC graduation "
0,2052998736,TinyPanda0,"Trod on 2 snails last night, without shoes on  But had a awesome night!"
0,2060651077,goodtimenation,Walked through the living room while mom was watching Pushing Daisies. Saw Ned and got sad.  PD &lt;3
0,2235353248,Ivy_Gong,@tnsSG study &amp; play at the same time? Me go see customer 
0,2217777897,JustCindy_,Bouhouuuuuuuuuuu Dangie isn't there... I need my crazy friend 
1,1988840930,puccilove,@surajiitb Thank you 
0,1468288564,in_wonderland,"I don't want to be cold in April, but I am "
1,2052787756,fluffyclouds111,@smith14 http://twitpic.com/6nzf7 - Wow! Getting big now. Can see it's little ear  Bet you're well chuffed!
1,2177196173,ariellemarie91,"Write,read,write and read. Hmm. That's pretty much what I'll be getting my hands on. We'll see how it goes. "
1,2184673449,mandybroussard,@tordupp i love you! 
1,1956991766,morningstar21,@Im_A_Vujachick Yea let me know when you go 
0,2299477576,HaleyNicoleV,i just got home from the Jonas Brothers Tulsa concert!!I still can't believe how amazing that was!! I just wish that I could rewind time 
1,1468787762,guardian_renata,@rebel_vamp thanks  sometimes i hate my laptop.
0,2032138471,sorryabouthat,@ambroseray chipotle sounds good. Dnw sundae calories  ugh I just know I will be annoyed by w/e she says
1,2052915187,soulculture,So now Jay-Z has declared &quot;Death Of Autotune&quot;- http://tinyurl.com/ljr3tp does that mean people are going to have to sing properly? 
0,1556544271,Tonithepirate,My God-brother is back in the hospital.  please keep him in you're thoughts/prayers.
0,2014094909,RubenWontBreak,I love being nice and people using me ha get the fuck out or cheer me up 
1,1998065614,creaturecomfort,@cbdesigns I like stories with depth and maybe a bit of sadness...with redemption at the end. 
1,1991512948,amalinaaa,@samjmoody you can tweet while ironing  it'll be quiteeeee easy. i think.
1,1964990254,pookamachine,wish i could take a nap in a hammock.  Jon- cant we install one in our apartment?
0,1985925921,musicholic1997,wishing i can watch mtv movie awards... 
1,1993946790,ldbg25,Ahhhhhh! My backyard. 
1,2180179733,CindyGarrett,love monday's when there is no work. 
0,1676964949,softthistle,It's times like this I hate that j is away 
1,2059479762,Hinn888,@mfgamers Thanks! 
0,1990000621,errajane,is fed up   x
0,2000901115,PinkElephant73,OWW My measuring tape just snapped back against my upper arm  LOL
0,2178728355,camillemichelle,Uhhh. I hate being sick. especially before graduation. 
1,2190860024,missgiggly,@Shanna75 OOOH! What did you think?! 
1,1678173932,samanatrix,@SalemWildfire  Good morning! 
1,1679107988,LalaaMRCLover,once upon a dream - emily osment  what a cute song!
1,2048179591,florianooke,"@TheEllenShow I think interviewing Kaley Cuoco again would be nice, now she's nominated for an Emmy "
0,2288165245,archfanatic13,Oh my gosh this is SO sad 
1,2053422752,Salunya,Twilight party today 
1,2052386309,Kernnn,"so um, my heart just kinda melted a little bit. today was ____ ;) .. cool fries!..and hot fries  ohhh"
1,2056895892,bella1608,@xBianC4x i like theem too 
0,2063373465,stephenchua,@nakaori I went to Utilities-&gt;DiskUtility to Erase the HD. Then did the Darwin_Boot thing. But still it can't find a bootable drive 
1,1557713256,outrage_designs,@TraceyHewins lol if you dont ask you never find out 
0,2328613746,hayduchovny,@jenniferawhite so sad this was cancelled 
1,1980956364,EmilyFertitta,@gootheweezin Thanks! How old is your little pup?? I feel so blessed to have his little furry butt in my life! 
1,1827420939,lisainfantino,must remember not to go to work in the morning!!! Keep forgetting that I have booked the day off!! 
0,2245819002,MonavieChef,I am not happy with Carl Edwards qualifying back to 25th so far 
0,2243530892,PeteHall,@MelissaTweets I had an iPhone almost 2 years ago but gave it up b/c ATT stinks EVERYWHERE I go. I had to have Verizon.  
0,2246134734,Lindsey_012,@GDGOfficial sooo NOT fair..I've been at work for the past 10 hrs!!  
1,2004140163,lisafrein,@cbrandvold actually I only had two Michelobs. This is a chronic stomachache I've had since yesterday. Feel sorry for me 
0,1933233184,saivaree,don't wanna go teach today.. i just wanna stay home finish up my gossip girl season 2 
1,2044929799,VanceStudios,@FluffyTheCat Your only thought is &quot;Meow&quot;...not &quot;World Domination&quot;?! Hope you don't meet MY cat then! 
0,2207309432,elixireleven,@safesolvent the iPhone's gotta wait until I use up my Koodo tab. *shakes fist* Got another year or two at least. 
0,2227322453,Phlubzie,Arghh! Forget a nice weekend - My pets are going to drive me up the wall! I need a pillow and earplugs! 
1,2175636243,KarinaRain,Time for bed kiddos! Sweet dreams my dears  Another day of life equals a beautiful day... Done deal.
1,1881285900,ZpoonZ,@MrChopman thanks dude!  it's saved so much space from where the old TV was. and now i can watch avis and stuff.
1,2049422612,beet09,@ausi1 Have a great day 
0,2205793801,samanthaaaax3,chem regents in a couple of house. still not studying. extreme procrastination 
1,1969682196,Scholtzzz,@bbhamby we always have a good time 
0,2002618842,TheLauraMckay,@mirandabuzz susan boyle was amazing i cant believe what happened to her though  miranda you so have good taste haha
0,2327207982,Effjay,"Aww man, I'm out of the super soft Kleenexes "
1,1827809838,hitsheatherette,"softball, food, beer. "
1,2069549069,earthxplorer,"@ShellyKramer yep, thats my little girl  they are precious when asleep."
1,1755282267,biancapastrana,"Church, mommy's soccer game, &amp; family dinner.  I'm the happiest girl in the world."
1,1972180153,grahamelliot,holy shit!  GE restaurant celebrates it's one year anniversary this weekend!   gonna go buy a &quot;paper&quot; gift to give myself 
0,1824551869,markphelan,@onemorepunk 
0,2067405632,kinagrannis,"@birutagme yeah, boats are where it's at! except i get sea sick "
0,1468267411,saragwin,@msJodiOdie its such a sad situation. Though 1-in-3 of us will be beaten. In US every 15 seconds &amp; 3 killed a day. It's sadly commonplace 
0,2215567112,mechphisto,"@psionics I hope she doesn't get too skinny.  But yeah! Yowza!! It was a good episode.I hope they deal some of the problems I have, tho."
0,2252205003,laurenlmaher,Ugh I hate working on a Saturday 
0,2232328199,TrayQue88,Twitter Noob Lonely 
1,1989832677,LolKate18,@SarahJacinta Thank you! 
0,1957082536,soulpoet101,didnt say goodnight to you 
0,2052456441,raquelramosx,is awake!! interview today so scared! i don't know what to wear and its cold and its raining  i wanted to go london tombs aswell
1,1970164240,akojen,Today's show should be interesting.  Hope I don't pass out in the lot. 
1,1999486964,Tammi_LA,"@twinksy oh Canele is definitely on my list of Must-Trys! Let's go together...besides, its in Glendale! "
1,1992499670,phpfunk,"Listening to some 'Nerdcore', if you don't know that music genre, check it out. "
1,1833812708,tracyjr,Email unification and Vstuff are first up this morning.... Along with the to-do list. I'd be lost without it 
0,1976187264,SatansPuppet,@absolutelytrue back to secondary school and actually make an effort 
1,2191786898,alanakirsty,Charging this thing. Oh and yes I am still gonna study  school tomorrow
0,1882126383,JalynnRussell,Off to go train....I have a tummy ache 
1,1833585533,lovessunflowers,"@kreativlink Good morning, and welcome back "
1,2188864474,Benazir100,"@grimysuspect Haha. Oh, that's good. Me? Well, I love music but I'm not an artist or anything. I wish I was, though. "
1,1771210863,maddie_d,@Christian0386 thankyouuu!  well it seems to be working! only 9 more followers to go! how long do we have left?
1,1685825842,Mannis1,@stephenfry Phoenix Park is the biggest Urban Park in europe and is bigger than all of London's parks stuck together-Dublin bus Tour fact 
0,2059814449,jchybinski,@4wide - oh wait...you weren't &quot;asking&quot; sorry about that 
0,2266951938,annamols,jst finished w/ my meal.i ddnt eat all of em.naw am goin back 2 my bed.&amp;still waiting...  whrru?
1,2001111178,enamoredsoul,"@HipHopJunkie951 yeah,i smoothed it up a lil bit tonight...just thought i'd let it be that mellow kinda night "
0,1676893132,jmswllms,"@Mark_Braunstein listened to the blue grass  version, I love pink floyd, like blue grass did not like it at all "
0,2235155452,0b1wan, anyone know if Ghostbusters is region free on 360?? and where to get a US copy in Britain if it is
0,2202627915,yvonnechristina,I'm convinced my crackberry is whackberry...It's dead as a doorknob again. I had to move from Uber twitter to the web 
0,1694743813,730royalty,atlanta sucks im going back to california for good  maybe miami for good just get me away from this  im sad n depressed this morning 
1,1970536793,iyli,@dexterstat iam iam 
0,1976995012,chrisg15,glad to see pittsburgh got the shit kicked out of them in game 1. 3 MORE TO GO! ugh i cant believe im rooting for detroit 
1,2059647719,MsMusiclover,@Smuvassilk I thought I was the only one who thought that..we are on the same page 
0,1981867538,clarestarr,OMG i have nuffin to do  this is not good
1,1978806082,PartyCrashess,I like &quot;(Do you get) excited?&quot; &quot;Real Sugar&quot; &quot;Soul Deep&quot; &quot;Neverending love (First version)&quot; and &quot;The look (First version)&quot; 
1,1882955054,FreedomFreedom,@mydakini from my last two pics you would think I NEVER had any hair!!   Wait for the third it will change that thinking! 
0,2175209967,antimate,paranoia ran through my body 
0,2253553289,bahramd,I'm  so tired 
0,2236186553,CLK55,"@t0ybreaker Tried Midway, can take an NWA 1-stop but it only saves $24   I can fly to Barcelona in Sept. for $298 but Chi-town is $378?!?"
0,2250480094,DYKE_,anna's laying in the middle of the bed dead asleep and won't move. i even beat her with a pillow for three minutes. nothing happened 
1,1675756256,jennahmonet,im gonna take a nice hot shower now...and sing uber loud until someone tells me to shut up 
1,1977779108,slove928,Guess who's having a rootbeer float... 
0,2190660343,khaalida,bossseeeennn... 
1,2187618948,iceangel429,Your voice is amazing !! @LisaLavie :http://bit.ly/1EtWG Keep representing Canada 
1,1998819361,lil1cutie,"@itsnickjonas omg elvis' birthday is right before mine, elvis- may 27, me- may 28! "
1,1694687405,wolfcat,@BreakfastNews why thankyou  @chris_garner suggested Fannie Bay (but it is in Darwin)
1,1980829717,jess_lawes,finally ordered some prospectuses. 
1,1976492897,Dlewis26,@hweirdo better had got me something from the mall.. 
1,2006654055,SparkleAndSpunk,@purpledaisybug - okey! good luck on that too! 
0,2233635126,ShayAmour,"Ahhhh!! Worst news EVER. RIP players  all my chapel hill kids know what I'm talking about. Omg so sad, must go to sleep..."
1,2049877367,MyInnerJuCJuice,@Mcpattz come have a drink with me and my friends! 
0,2256493763,bryanfake,just got attacked by a bird. it was scary 
1,1770895324,triner,@SwanL LOL Awesome timing to ask to see it again.  Such an awesome movie.
1,1685996091,Buddythepuggy,@LadyCruella   thks free hugs r the best hehe
0,1974577514,Grannit666,on my bike with my dad 
0,2247917775,casecase2010,@laqueenbee ugh so have i but i havent been able to go to like any concerts of theirs or just any in general. but my teacher went to one. 
0,2226328817,snappity,just cancelled our camping reservation. Lame.  Tho we might set up the tent in the backyard (if it doesnt pour) and make smores anyway.
0,1976143429,mrs_mcsupergirl,@nikkibop @troykids i wish i could listen  but the service is 6 bucks a month to get it on my phone. 
0,1986086657,xcountrymusicx,Lauren's party was fun. Lauren got an AMAZING laptop I call her old one I get her room that's the only good thing about her graduating  &lt;3
1,2176736438,babeonblades,@Bizzarrojo I may be swinging some more sales your way...I have a few ideas 
1,1833464063,KevinEdwardsJr,@relizao if you like 2 laugh..have a good time..follow me..its just that simple 
1,2054501154,dannyb1984,Epsom Derby day! Â£5 e/w on Golden Sword ridden by O'Donaghue. Come on the ootsider! 
0,2233375345,diddyville,@byonest omg they're gettin soo big! I miss them so much 
0,2185273129,michellesidles,@urbanbaby what?!   Praying for you &amp; your family.
1,1676933806,FiestyBluEyes,@Ms_Hip_Hop you play the part soo well my lil peahead !!! i love you ! thanks so much for helping me 
0,1978814818,mchechi,"Watched the movie UP! tonight, it was adorable. Didn't get to watch it in 3D though "
0,2015323578,betwitted,The pups are up. Duck goes home with pops today &amp; Denka goes home with Aunt Kristi 
1,1554496176,jessica_butler,@AlexAllTimeLow connecticut or boston  for sure
0,2296910833,babyqurl,I'm sooo cold. 
0,2302607528,Mulda,@Chrissyjohnson I will tell Jackie. I can't go to the fair tomm. though. I have work 3-11.  what about sunday night?
0,1955828787,mactavish,"@beckerbuns Scooter broke  It was four years old, it was time. @caseyzero has control of it now, is turning into mad science. Be afraid."
0,2001707698,VikkSyn,@vitamindw  I called it earlier.Knew it was coming.
1,2013925697,blk87,Watched the Hills Sad to See LC Leave Good Thing I Still Have Paris Hilton's New BFF To Watch The Drama Continues 
1,2000382895,Hell_With_An_ER,"AWWWW!!!!! Jeremy! You're so sweet buddy  And don't worry, you'll never loose me to someone else "
1,1882874990,Jean_o,I only #ff my faves and people I have tweeted with! check them out! 
1,2052730767,Owais_Iqbal,@Noufah wowsa :p im so jelous... for me that boring routine wud be vacations... lol.. wanna switch lives for a fortnight ? i wont mind. 
1,1966913021,mediasosial,My Ultimate #FollowFriday http://bit.ly/fiIkp [Updated today]. My fav: 25 SEO Gurus &amp; 85 Comedians 
1,2190303178,ladyofsalzburg,@lyraelson erm I could give you a lift back to Lichfield provided I eat before but you'd need to get over here earlier 
1,1468251718,catenacci,"Believe it or not, I actually did it... "
1,1679913427,karinwinters,"@rotjong time flies when your listening to #twitteradio, of is #twitterradio time short "
1,1468251512,StephanScholten,On my way to a business coaching client. I look forward to It! 
1,1993055893,TheNudel,http://twitpic.com/6eq87 - My brother and his Girlfreind 
1,1970094084,sarah_trotter,"went to watch rup today, pfft district league is pathetic "
0,1836260752,iheartart,My husband slept until 5:30 PM yesterday and stayed up all night and morning playing zombie games...let's just say I didn't sleep well 
1,2058657991,teenzine,Hey guys sorry last nights pic with debby ryan was tiffany thornton not katelyn tarver  check out our event coverage on the site now!
1,1881795270,zelchamaa,"@Clarissa326 no, it makes it Friday evening "
1,1972331940,KidLosoLIVE,"Aight twits its time to catch sum more zz! See that's what I love about the weekend, u can wake up &amp; go to sleep whenever "
1,1880822665,hoda7,- @nibaq Thanks for letting me know. I'm going to check out Eureka later with this knowledge 
0,2257718573,imicupcake,"Going to bed, to tired to watch end of movie "
0,2231459767,bendystrawz,"@lilymay I so totally agree with this. Problem is, I don't understand property well enough to do ANYTHING else while I'm flashcarding it. "
0,2059340349,webwoke,F**K! drop by 1  66. marketingwithrenee.com
0,2006590733,MSMCRAZY,@ capo n town on the 4th  gotta work. .   r u still goin to the A ths mnth
1,2057190601,daviccy,@6CarpT77 eat waffles!  http://twurl.nl/vcc18p
0,2252160008,agerdes,Preparing for holidays. Had a look at local weather forecast... now looking for my hand gloves and raincoat 
1,1961985017,SharonMcP,@unmarketing Can you tweet a little louder Scott? I can't hear you over the sound of the car wax sprayer. 
0,1687043088,maddisondesigns,"@Ottimisvico Nuts!!  ...and unfortunately, it's usually too hard to hide because of the smell   Ah well, there's always chocolate "
0,2002533814,JaimeBEstee,Is at work this beautiful day. 
0,1693781219,nainaa,@thuhtha must be my connection then 
0,2326170977,casey2377,@nishitak every1 now has a cough n they blame me 4 tht 
0,1572999661,charleneisabel,@RealLamarOdom WAS? it's still hot right now! I'm dyyyyying over here in Northridge 
1,2061184765,sheonpoint,@DontCopyMySwag he just reply to you ! lol  i know . if trey or Q could respond to us we would be soo good !
0,1965366307,evolsoulx,@karriereKay being sunburnt is horrible 
0,2176716303,CrystalClear,@DJSMOOK feel better.. didn't know you were ill  Nyquil hits spot hopefully..Rest my friend rest
1,2052162161,ianuy,I love working on a Saturday. 
1,1992520198,_Maral,the water WAS ice cold... even.. 
1,1960631989,gracesmith,"Hey everyone  Bit of a hectic day for me, just back from the vets, @pradasmith has a bad infection &amp; is staying over the wkend "
1,1825009926,edwinhermann,@reed_mangino Remember what? The switcher or the 70s rug? 
0,1881528665,PopDaddy,"@pprlisa Oh right, no show tonight for you.  Have an awesome time in Vegas! Do some November scouting, okay?"
0,2069816205,SandyCreekPoker,Monica out AQ vs 44 against overall chip leader. Fours hold up. 
0,2324324707,JuvieJB,I soo want a Westie puppy... 
1,1825218811,Abieee,Still chatting  yeaah
0,1980321192,AllyMaree,"@DavidArchie Styx is one of my favorite bands! unfortunately, i can't go to their concert.  my mom is though! lol"
0,2232694984,CosmoQueen2900,My head hurts so bad right now. Dang allergies 
0,2066291092,_sahara,could go for a DD breakfast about now but nooooo we dont have any of those here 
1,1827911578,_Lauren_Mallory,@werewolf_paul Ok- I'm back with the brownies I made to signify our friendship!    So when are you going to destroy @_MikeNewton_ ?
0,2232152836,MuZaCBoX,@thesldude86 Shia i miss Even Stevens   .....
1,1972561101,shawty_rock,Cleaning my house...if you want yours cleaned too just call me 
1,1998936562,Em_rules_you,@paulBLG suck it up! 
0,2177721740,melchior,"@cheetz two of my trusted sites conflicted each other, one said good, the other said just so and so "
0,1791863541,kaitlinahonen,I LOST MY PHONE  FML.
0,1685791729,nycgva,has to find a creative approach for a presentation but nothing yet... 
0,2000567594,wanderingturtle,@MicHELLeYEAH Woo!! Will do  Poor Dan just got dumped!  I think you know how we classify people like that ;)
0,2323804589,bleedthegabbi,@mattg00d i hate it too. I wanna get to see you guys every summer. 
1,1557838771,AngelsMind,@thejacksonfiles &quot;i am happiness times infinity million&quot; Wowee... I can relate 
0,1558786451,shininglight22,"Cuddy bashing gets on my nerves, argh!  Also, I need to shower but I can't be bothered moving.  And I want someone to talk to. "
0,1755115034,jayneduVall,@Hammer817 agreed! what site are you watching? universal sports? my feed is choppy must be the computer 
0,2061457256,Overcast,"@mugglemama Aw, sorry to hear that. "
1,1564106628,jehzlau,@Menardconnect thanks 
0,1752765176,hantu,"@melodysong too many letters, pain  i might just put 'dunlop'"
1,1957360465,sanny_jb,@jaddiamonds148 thank you for following.. nice to meet you.. 
1,2182655706,gudem,... we have for Russia's [ Images ] Presidency of the SCO.&quot; It's called whacking the Chinese in diplomees 
0,2246971361,PlusSizeMommy,"@Blue_Bunny still couldnt find your ice cream today, I swear no one around here carries it  daughters b.day party tomorrow"
1,2048802971,CatrionaKilbrid,@BillyCashin relax !! yur so mean bou tat hole beyonce ting !!hah  its fun tough nd true !! (nd she didnt even sing live)  xx
0,1965215143,ShesElectric_,"@Brandystrippers OI, are you mocking the fact I dont cry at tv things?!  *Feels bad*xxx"
1,1964523500,KEITHREILLY69,"A-ha, my fox has come home "
1,2072226402,mayhemstudios,@JoLoPe thanks I will check out the Twitter and self promotion survey results   http://worldofperspective.com
0,2198492925,dylan1079,It may not be until early next week until my AC at my house gets fixed! 
0,2046541552,mendicant,@SaraJChipps Same with the Blue Jays!!! 
0,2225712176,JessKeir,Ah I have seen the car I want but I can't afford it to september and I doubt it'll still be around.  I NEED a job!
0,2257120636,SquareQueen,@guyoseary you can't imagen how much WE're wating to meet u!!! and if we'd meet.. will you give us an autograf?) M certanly wouldn't  ;)
0,2224101355,ohhsokay,@Labanya_x3 aw that sucks 
1,1823870683,xoxoYaya,sooo sleepyy ! but Tonight was a Good night w/ the Bestiess  even got a Christmas giftt Lol
1,1676868969,vamposh,2 am and i am going to bed! damn you yoville! lol.......hope tomorrow is nice. gotta lot to do outside! 
0,1965396854,TheRealJennZ,@thepresidentJx3 no one ever gave me the info I'm sad 
0,2063198234,_magic8ball,@djksly Very doubtful 
1,2174794041,marykstevens,@octoberskies0 ahhh maybe i can call you from his set  i know you love him so much too!
1,2051993689,yolandagrace,@mateoonline yeah I saw that pic. Its hella sweet.Really captivates the humble side of Obama[LoVeS HiM] 
0,2045194084,morgannl1901,@alexcashcash I'm sorry  hope u feel better
1,2183846364,petteflet,"@nanitan Sleep well !!! Camping is booked , don't worry "
1,1469199924,erinlinnea,I kindly suggest frozen yogurt to take the edge off. I will show you a great place when you get here! 
0,1970134535,simeon94,i miss colin already 
0,2245818180,TraceyMmm,Wish I had my laptop today 
1,1835920814,tashanzac,oh I promised a few guys I would bring back the word Rad.  haha Yes yes I know. so retro. Let's just bring it back to the world.  
1,1976123035,melissa_atlanta,...the first time was 2.5 years ago of course 
0,2204695599,ferrouswheel,"@mistresspolly Terminator gets pretty good... the last season ended on a cliff hanger, so I'm annoyed they cancelled it "
0,1794015019,leighlovesshoes,hates revision....and exercise! Would much rather be sitting around all day watching telly eating cake  xoxo
0,2238151748,PatBrough,"About to start a webinar, fun times. Listening to there ultra cool piano music  see you all in a while."
0,2213020307,Tylaaaa_,@so_robsessed hi  random but can i ask how i get my screen shot pic to upload?
0,2254409656,kness16,@11chiqa11 sudah chiq..ak smpk stres  knpa yahh..heheh..well i'll try next time..
1,1835674170,4ann2c,Top O' th Mornin too all the elves and leprechauns out there - and to my fellow tweeters. 
1,1982449871,colourcodedred,come on clint! = NASCAR race has begun 
0,1997063099,NukeSpoon,@Kavem4n but there is no endurance run this week 
0,2202706608,coldfusionPaul,#thailand oh how i hate to be saying this but the beer at twang dang ramindra has gone downhill 
1,2063125826,LagunaHo,Finally i get the cute tank dress!!so happy  thanks mom &lt;3
1,1984865161,Summer_jane,@fedgrub im glad your friend is ok 
0,2243308646,psychodwarf,"@gwiazda sounds good...I'd love a lie in, but taking hubby to work means its the same old same old every day apart from Sunday "
1,1989380010,Jo_Parker,"@Alison_London You're right, June Birthdays are the best "
0,2015905434,galityyy2,I do the test and now I am relaxing but on Friday I have other test 
0,1965479394,Malteasers_rock,"@vicki_xx :O really  well if u want, we can go 2gether next yr?"
1,2174565947,treske71,Sorry...Mexican TRAIN shouldn't have lasted that long-and I didn't even come close. Dang family fun nites 
1,1998163779,passionate_rice,is watching her brother waste trees! 
1,1974546045,ryry234,Playin Pokemon 
1,2052387209,RBlackbirdsong,@SharonGerlach Night Sio 
1,1932346690,waggleroomgolf,"@puttistry I probably got more roll than normal, but I was just striping it.  It probably won't happen next time "
1,2059997989,ohitsdany,Painting my nails... I have a birthday and I'm wearing rude clothes 
0,1677972522,DoctaJonez,Service and tyres came to ï¿½350!That's most of my bonus gone then! 
1,1979821678,Priincess_C,My Laptop Got Fixed Yesterday  Yaay
1,2066520470,sagarun,"@sagarun is a fan of transmission , and a new version 1.70 is out  #Transmission"
1,1824953196,bluureindrops,you belong with me!!!!!!!!!!!!................ hahaha..... 
1,2068197310,nicolecrone,crazy fools on the nite shift... glad i worked days today! headed to tavares to visit some buddies 
0,2070242359,gunaaa,"Back from aucks, was a lovely weekend. I met the black flanker that plays rugby for France. Got a photo with him, but he was too dark. "
0,1972477619,cattcouto,Oh gas. I wanna just sleep for the rest of my lame lifeeeee. 
1,1823569635,juliaritchie,One more movie  i have to see but it's dirty outside...
1,1695620608,belinda_gerard,@JanisSharp thanks Janis 
0,1988997754,gucci147158,Watching CSI:Miami since I'm poor to enjoy life right now. 
1,2045459544,iHilary,@eusouogui ha yeah I'm good 
1,2057656127,wigglejewellery,My latest offering to Etsy: http://bit.ly/16sIy3  I'd appreciate thoughts on which pic should be 1st 
0,1753102056,kiannabanks,@deleonthegreat oh i didnt hear the remix .. i love to sing that song it makes me cry sumtimes  lol
0,2262874868,divine909,i dont have reception  and leo is right here watching tv........awwwww lito im sorry i told u its scary
0,1995892509,apurvsinghi,a lot of things changed today.. like ancelotti became d coach of Chelsea.... of all d ppl y carletto 
1,2065611356,LoRdSyN,Finally got myself a pack of menthol.  Forgot how good they are  bought 3 packs of lights on the ship (all they had of individual packs)
1,2186410088,RoiuhlteeMinaj,http://twitpic.com/7ihy4 - old pic; but its still a kiss  @Songzyuuup
1,2060820728,jen1026,@lajohnson73 always nice to hear BNL at the Joe!  Should be hearing Journey soon!  Oh and of course the Four Seasons too! 
1,1677672052,ronsimon,@hamthrax god bless hamthrax and sheelple... btw love the background 
0,1973928538,PocketfulofEems,Driving up to fontana now. Talk about the most boring two hours of my life. 
0,2183167047,delaneyx0,heading to marching band in thirty minutes. i can't find any sunglasses! 
0,2247367066,Madz_91,should prob sleep but slightly wasdted!! work atv 10anm 
0,2188933962,Bensterio,Snow is going away and it probably won't come back in the morning 
1,2001499603,HansRuinemans,@rvhooijdonk Be cool and smile to the judge. You don't look like a criminal. 
1,1932970157,alexcubla,@lbchaser hey dude hope your doing good  miss ya ....
0,2288472615,Shaaaayna,College Searching. This is so difficult and makes me feel defeated. Grr 
0,1997729262,DEWz_PingPong,@Nkotbahamas2009 the size was why I didnt get one too! @NKOTB also with the I SURVIVED THE NKOTB CRUIRE Ts 
0,1470181979,jenthefangirl,Gah.  But I don't WANT to be at work by 9. There is work to do for #Heroes for Autism!  And @housepetrelli.
1,2179107574,myOWNinsanity09,"OK NOW B, STOP CHANGING YOUR FUCKING TWEETS!!! LOL hahahahh I &lt;3 YOU BITCH! "
0,1883559913,zigthiessen,@ieatsnowmanpoop cuz this is just my practicum. A 2.5 month placement as part of my graduating requirement... 
1,2064505146,WeLikeToShareIt,"@gerlaineTalk  all is well here. thanx. good to have you with us. we're mainly interested in sharing poetry in any way, shape/form "
0,2059449693,Kira_Ann,I hate being sick my throat hurts and Im starvin 
